"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"3B/SS","Alexi Amarista",3000,"Pit@SD 10:10PM ET",4.000
"C","Andrew Susac",3000,"Atl@SF 10:05PM ET",3.941
"3B/SS","Jose Iglesias",3000,"Det@LAA 10:05PM ET",6.225
"3B/OF","Alex Guerrero",3000,"LAD@StL 07:15PM ET",6.694
"C","A.J. Pierzynski",2900,"Atl@SF 10:05PM ET",6.643
"3B/OF","Kelly Johnson",2900,"Atl@SF 10:05PM ET",6.464
"1B","Travis Ishikawa",2900,"Atl@SF 10:05PM ET",0
"1B/3B","Adam Rosales",2900,"Bos@Tex 07:15PM ET",4.231
"SS","Jordy Mercer",2900,"Pit@SD 10:10PM ET",3.487
"2B/SS","Tommy Field",2900,"Bos@Tex 07:15PM ET",5.214
"OF","Junior Lake",2900,"KC@ChC 07:15PM ET",3.909
"C","Josh Phegley",2900,"NYY@Oak 10:05PM ET",4.500
"C","Carlos Perez",2900,"Det@LAA 10:05PM ET",5.154
"3B","Mike Olt",2900,"KC@ChC 07:15PM ET",2.714
"2B/3B","Jace Peterson",2900,"Atl@SF 10:05PM ET",5.489
"SS","Corey Seager",2900,"LAD@StL 07:15PM ET",0
"OF","Jonny Gomes",2800,"Atl@SF 10:05PM ET",4.250
"OF","Ryan Raburn",2800,"Cle@Sea 10:10PM ET",4.629
"C","Carlos Corporan",2800,"Bos@Tex 07:15PM ET",4.300
"2B","Johnny Giavotella",2800,"Det@LAA 10:05PM ET",4.958
"C","John Ryan Murphy",2700,"NYY@Oak 10:05PM ET",3.278
"2B/OF","Kike Hernandez",2700,"LAD@StL 07:15PM ET",4.000
"C","James McCann",2700,"Det@LAA 10:05PM ET",5.188
"2B/3B","Cory Spangenberg",2700,"Pit@SD 10:10PM ET",3.977
"OF","Tyler Collins",2700,"Det@LAA 10:05PM ET",2.571
"3B/SS","Willie Bloomquist",2600,"Cle@Sea 10:10PM ET",2.048
"SS","Clint Barmes",2600,"Pit@SD 10:10PM ET",2.714
"1B/OF","Corey Hart",2600,"Pit@SD 10:10PM ET",1.963
"2B/3B","Alberto Callaspo",2600,"LAD@StL 07:15PM ET",3.625
"C","A.J. Ellis",2600,"LAD@StL 07:15PM ET",2.833
"OF","Jose Tabata",2600,"Pit@SD 10:10PM ET",2.375
"C","Sandy Leon",2600,"Bos@Tex 07:15PM ET",2.500
"OF","Abraham Almonte",2600,"Pit@SD 10:10PM ET",3.176
"C","Christian Bethancourt",2600,"Atl@SF 10:05PM ET",4.000
"2B/SS","Taylor Featherston",2600,"Det@LAA 10:05PM ET",1.208
"C","Austin Barnes",2600,"LAD@StL 07:15PM ET",1.000
"2B/SS","Brendan Ryan",2500,"NYY@Oak 10:05PM ET",0
"2B/OF","Sean Rodriguez",2500,"Pit@SD 10:10PM ET",2.325
"C","Roberto Perez",2500,"Cle@Sea 10:10PM ET",5.265
"OF","Slade Heathcott",2500,"NYY@Oak 10:05PM ET",5.571
"1B","Max Muncy",2500,"NYY@Oak 10:05PM ET",4.273
"OF","Todd Cunningham",2500,"Atl@SF 10:05PM ET",4.538
"C","David Ross",2400,"KC@ChC 07:15PM ET",2.087
"3B/SS","Jonathan Herrera",2400,"KC@ChC 07:15PM ET",3.130
"OF","Andrew Lambo",2400,"Pit@SD 10:10PM ET",0.550
"OF","Collin Cowgill",2400,"Det@LAA 10:05PM ET",2.111
"2B/3B","Phil Gosselin",2400,"Atl@SF 10:05PM ET",3.450
"C","Bryan Holaday",2400,"Det@LAA 10:05PM ET",8.000
"2B/3B","Joaquin Arias",2300,"Atl@SF 10:05PM ET",1.652
"2B/SS","Gregorio Petit",2300,"NYY@Oak 10:05PM ET",3.235
"C","Tony Cruz",2300,"LAD@StL 07:15PM ET",1.765
"3B/SS","Andrew Romine",2300,"Det@LAA 10:05PM ET",2.139
"2B","Hernan Perez",2300,"Det@LAA 10:05PM ET",0.682
"C","Chris Stewart",2200,"Pit@SD 10:10PM ET",3.938
"OF","Tommy Pham",2200,"LAD@StL 07:15PM ET",0
"2B/SS","Andy Parrino",2200,"NYY@Oak 10:05PM ET",0.333
"SS","Tyler Ladendorf",2200,"NYY@Oak 10:05PM ET",5.750
"3B","Josh Vitters",2100,"KC@ChC 07:15PM ET",0
"2B/SS","Pete Kozma",2100,"LAD@StL 07:15PM ET",1.714
"OF","Joey Terdoslavich",2100,"Atl@SF 10:05PM ET",0
"2B","Taylor Lindsey",2100,"Pit@SD 10:10PM ET",0
"C","Austin Hedges",2100,"Pit@SD 10:10PM ET",1.333
"2B/3B","Pedro Ciriaco",2000,"Atl@SF 10:05PM ET",3.000
"C","Drew Butera",2000,"KC@ChC 07:15PM ET",1.867
"2B/SS","Justin Sellers",2000,"Pit@SD 10:10PM ET",0
"OF","Mike Baxter",2000,"KC@ChC 07:15PM ET",0.250
"C","Ed Easley",2000,"LAD@StL 07:15PM ET",0.000
"OF","Alfredo Marte",2000,"Det@LAA 10:05PM ET",0.000
"SS","Hanser Alberto",2000,"Bos@Tex 07:15PM ET",12.000
